_date,_song,_artist,_peak-rank,_weeks-on-board,_genres,_track,_uri,year,id,keywords
2011-07-09,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,1,49,"['adult contemporary', 'automod ng', 'dance', 'dance-pop', 'electropop', 'fixme label mess', 'funk rock', 'music for soccer moms', 'pop', 'pop rock', 'pop/rock', 'rock', 'rock and indie', 'slow pop']",Moves Like Jagger,spotify:track:2Q8e05RXzTkyiriNlW5ss5,2011,Moves_Like_Jagger_by_Maroon_5_Featuring_Christina_Aguilera,"adult contemporary, automod ng, dance, dance-pop, electropop, fixme label mess, funk rock, music for soccer moms, pop, pop rock, pop/rock, rock, rock and indie, slow pop"
2011-07-30,Skyscraper,Demi Lovato,10,15,"['alien lives matter', 'dance-pop', 'electropop', 'pop', 'pop rock', 'synthpop', 'teen pop']",Skyscraper,spotify:track:2KFCQ4NIGaWyc2zL04gf95,2011,Skyscraper_by_Demi_Lovato,"alien lives matter, dance-pop, electropop, pop, pop rock, synthpop, teen pop"
2011-08-20,In The Dark,Dev,11,20,"['dance', 'electropop', 'hip hop', 'house']",In The Dark,spotify:track:1pbHy9VBpSyZh56xuujZz0,2011,In_The_Dark_by_Dev,"dance, electropop, hip hop, house"
2011-08-27,Headlines,Drake,13,25,"['alternative r&b', 'contemporary r&b', 'cotm candidate', 'hardcore hip', 'hip hop', 'lesbian', 'luxury rap', 'pop rap', 'r&b', 'rap', 'rap us', 'rapper', 'relic inn', 'trap', 'trap rap']",Headlines,spotify:track:6LxSe8YmdPxy095Ux6znaQ,2011,Headlines_by_Drake,"alternative r&b, contemporary r&b, cotm candidate, hardcore hip, hip hop, lesbian, luxury rap, pop rap, r&b, rap, rap us, rapper, relic inn, trap, trap rap"
2011-08-27,Titanium,David Guetta Featuring Sia,7,33,"['dance', 'dance and electronica', 'dance-pop', 'electro house', 'electronic', 'electropop', 'english', 'eurodance', 'french house', 'house', 'progressive house', 'seen live']",Titanium,spotify:track:77TT8Xvx637TpzV8kKGkUw,2011,Titanium_by_David_Guetta_Featuring_Sia,"dance, dance and electronica, dance-pop, electro house, electronic, electropop, english, eurodance, french house, house, progressive house, seen live"
2011-09-03,She Will,Lil Wayne Featuring Drake,3,21,"['as jailed', 'chopped and screwed', 'contemporary r&b', 'criminal', 'gangsta rap', 'hip hop', 'hip hop rnb and dance hall', 'lil wayne', 'pop rap', 'r&b', 'rap', 'rap rock', 'relic inn', 'southern hip hop', 'trap']",She Will,spotify:track:3FFcZZq3Z3EJrhUecwcMdG,2011,She_Will_by_Lil_Wayne_Featuring_Drake,"as jailed, chopped and screwed, contemporary r&b, criminal, gangsta rap, hip hop, hip hop rnb and dance hall, lil wayne, pop rap, r&b, rap, rap rock, relic inn, southern hip hop, trap"
2011-09-17,Without You,David Guetta Featuring Usher,4,30,"['dance', 'dance and electronica', 'dance-pop', 'electro house', 'electronic', 'electropop', 'english', 'eurodance', 'french house', 'house', 'progressive house', 'seen live']",Without You,spotify:track:1tAutlhI9FwnKn7fVgmd5P,2011,Without_You_by_David_Guetta_Featuring_Usher,"dance, dance and electronica, dance-pop, electro house, electronic, electropop, english, eurodance, french house, house, progressive house, seen live"
2011-09-17,Good Feeling,Flo Rida,3,37,"['a filk artist', 'dance-pop', 'electro', 'electropop', 'hip hop', 'hip hop rnb and dance hall', 'hip house', 'pop rap', 'southern hip hop']",Good Feeling,spotify:track:2LEF1A8DOZ9wRYikWgVlZ8,2011,Good_Feeling_by_Flo_Rida,"a filk artist, dance-pop, electro, electropop, hip hop, hip hop rnb and dance hall, hip house, pop rap, southern hip hop"
2011-09-17,Sexy And I Know It,LMFAO,1,42,"['awesomename', 'comedy rap', 'dance', 'dance-pop', 'dupe recordings 2013', 'electro', 'electro house', 'electronic', 'electropop', 'pop', 'pop rap']",Sexy And I Know It,spotify:track:0obBFrPYkSoBJbvHfUIhkv,2011,Sexy_And_I_Know_It_by_LMFAO,"awesomename, comedy rap, dance, dance-pop, dupe recordings 2013, electro, electro house, electronic, electropop, pop, pop rap"
2011-10-01,Paradise,Coldplay,15,32,"['alternative rock', 'ambient pop', 'britannique', 'british', 'britpop', 'chapel', 'english', 'parlophone', 'piano pop', 'piano rock', 'pop', 'pop rock', 'pop/rock', 'post-britpop', 'rock', 'rock and indie', 'uk']",Paradise,spotify:track:6nek1Nin9q48AVZcWs9e9D,2011,Paradise_by_Coldplay,"alternative rock, ambient pop, britannique, british, britpop, chapel, english, parlophone, piano pop, piano rock, pop, pop rock, pop/rock, post-britpop, rock, rock and indie, uk"
2011-10-08,We Found Love,Rihanna Featuring Calvin Harris,1,41,"['barbade', 'barbadian', 'barbadien', 'barbados', 'contemporary r b', 'contemporary r&b', 'dance', 'dance-pop', 'dancehall', 'electro house', 'electropop', 'hip hop', 'pop', 'pop and chart', 'pop soul', 'r&b', 'reggae', 'rehab', 'rihanna', 'rnb']",We Found Love,spotify:track:6qn9YLKt13AGvpq9jfO8py,2011,We_Found_Love_by_Rihanna_Featuring_Calvin_Harris,"barbade, barbadian, barbadien, barbados, contemporary r b, contemporary r&b, dance, dance-pop, dancehall, electro house, electropop, hip hop, pop, pop and chart, pop soul, r&b, reggae, rehab, rihanna, rnb"
2011-10-15,It Will Rain,Bruno Mars,3,29,"['a filk artist', 'contemporary r&b', 'funk', 'music for soccer moms', 'new wave', 'pop', 'pop rock', 'pop soul', 'r&b', 'relic inn', 'rock', 'soul', 'synth funk']",It Will Rain,spotify:track:0RUGuh2uSNFJpGMSsD1F5C,2011,It_Will_Rain_by_Bruno_Mars,"a filk artist, contemporary r&b, funk, music for soccer moms, new wave, pop, pop rock, pop soul, r&b, relic inn, rock, soul, synth funk"
2011-10-29,The One That Got Away,Katy Perry,3,24,"['""ur so fail""', 'also fail', 'american', 'américain', 'bubblegum', 'california gurls', 'chesty', 'cute', 'dance-pop', 'disco', 'electropop', 'fail', 'failfail', 'gaaaaaayyyyyyyyy', 'gaymeme', 'her expression is like shes thinking something dumb', 'homophobe', 'house', ""i'm gay if i am shut up"", ""i'm gay if i am⸲ shut up"", 'katy perry', 'katy perry is gay', 'katy pery is dumb', 'lame', 'lame lame lame lame', 'lolol trap?', 'megafail', 'megalmaestupiddumb', 'multiple ipi', 'nope still fail', 'pop', 'pop rock', 'rock', ""srsly i'm gay if i am shut up"", ""srsly what's wrong with beign gay"", 'still fail', 'total fail', 'trap', 'uncool', 'united states', 'ur so faaaail', 'ur so fail', 'ur so lame', 'usa', ""what's wrong with being gay? gay"", '‟ur so fail”']",The One That Got Away,spotify:track:3oL3XRtkP1WVbMxf7dtTdu,2011,The_One_That_Got_Away_by_Katy_Perry,"""ur so fail"", also fail, american, américain, bubblegum, california gurls, chesty, cute, dance-pop, disco, electropop, fail, failfail, gaaaaaayyyyyyyyy, gaymeme, her expression is like shes thinking something dumb, homophobe, house, ""im gay if i am shut up"", ""im gay if i am⸲ shut up"", katy perry, katy perry is gay, katy pery is dumb, lame, lame lame lame lame, lolol trap?, megafail, megalmaestupiddumb, multiple ipi, nope still fail, pop, pop rock, rock, ""srsly im gay if i am shut up"", ""srsly whats wrong with beign gay"", still fail, total fail, trap, uncool, united states, ur so faaaail, ur so fail, ur so lame, usa, ""whats wrong with being gay? gay"", ‟ur so fail”"
2011-10-29,Domino,Jessie J,6,29,"['pop', 'r&b', 'soul']",Domino,spotify:track:6MAdEUilV2p9RQUqE5bMAK,2011,Domino_by_Jessie_J,"pop, r&b, soul"
2011-11-05,Mistletoe,Justin Bieber,11,12,"['amazing', 'awful', 'black metal', 'christmas music', 'contemporary r&b', 'dance-pop', 'electropop', 'english', 'gay', 'pop', 'teen pop', 'terrible', 'tropical house']",Mistletoe,spotify:track:7xapw9Oy21WpfEcib2ErSA,2011,Mistletoe_by_Justin_Bieber,"amazing, awful, black metal, christmas music, contemporary r&b, dance-pop, electropop, english, gay, pop, teen pop, terrible, tropical house"
2011-11-12,Red Solo Cup,Toby Keith,15,20,"['2008 universal fire victim', 'contemporary country', 'country', 'country pop', 'pop', 'rock']",Red Solo Cup,spotify:track:4YKAOXyqkKZ5gOZR0AmVMN,2011,Red_Solo_Cup_by_Toby_Keith,"2008 universal fire victim, contemporary country, country, country pop, pop, rock"
2011-11-26,Ours,Taylor Swift,13,20,"['americana', 'contemporary country', 'country', 'country pop', 'country-pop', 'dance-pop', 'electropop', 'female vocals', 'fixme label mess', 'hp', 'icon', 'pop', 'pop rock', 'relic inn', 'singer-songwriter', 'singer/songwriter', 'taylor-swift', 'teen pop', 'top 40']",Ours,spotify:track:1EQn3Uc5AyUXoiPLeyCrrg,2011,Ours_by_Taylor_Swift,"americana, contemporary country, country, country pop, country-pop, dance-pop, electropop, female vocals, fixme label mess, hp, icon, pop, pop rock, relic inn, singer-songwriter, singer/songwriter, taylor-swift, teen pop, top 40"
2011-11-26,If This Was A Movie,Taylor Swift,10,2,"['americana', 'contemporary country', 'country', 'country pop', 'country-pop', 'dance-pop', 'electropop', 'female vocals', 'fixme label mess', 'hp', 'icon', 'pop', 'pop rock', 'relic inn', 'singer-songwriter', 'singer/songwriter', 'taylor-swift', 'teen pop', 'top 40']",If This Was A Movie,spotify:track:0vvt4IZOMkRug195S4MUq0,2011,If_This_Was_A_Movie_by_Taylor_Swift,"americana, contemporary country, country, country pop, country-pop, dance-pop, electropop, female vocals, fixme label mess, hp, icon, pop, pop rock, relic inn, singer-songwriter, singer/songwriter, taylor-swift, teen pop, top 40"
2011-11-26,You Da One,Rihanna,14,20,"['barbade', 'barbadian', 'barbadien', 'barbados', 'contemporary r b', 'contemporary r&b', 'dance', 'dance-pop', 'dancehall', 'electro house', 'electropop', 'hip hop', 'pop', 'pop and chart', 'pop soul', 'r&b', 'reggae', 'rehab', 'rihanna', 'rnb']",You Da One,spotify:track:3Yt9lRtS5V4nbJnwcgFgvC,2011,You_Da_One_by_Rihanna,"barbade, barbadian, barbadien, barbados, contemporary r b, contemporary r&b, dance, dance-pop, dancehall, electro house, electropop, hip hop, pop, pop and chart, pop soul, r&b, reggae, rehab, rihanna, rnb"
2011-12-03,Take Care,Drake Featuring Rihanna,7,34,"['barbade', 'barbadian', 'barbadien', 'barbados', 'contemporary r b', 'contemporary r&b', 'dance', 'dance-pop', 'dancehall', 'electro house', 'electropop', 'hip hop', 'pop', 'pop and chart', 'pop soul', 'r&b', 'reggae', 'rehab', 'rihanna', 'rnb']",Take Care,spotify:track:047fCsbO4NdmwCBn8pcUXl,2011,Take_Care_by_Drake_Featuring_Rihanna,"barbade, barbadian, barbadien, barbados, contemporary r b, contemporary r&b, dance, dance-pop, dancehall, electro house, electropop, hip hop, pop, pop and chart, pop soul, r&b, reggae, rehab, rihanna, rnb"
2011-12-03,The Motto,Drake Featuring Lil Wayne,14,35,"['as jailed', 'chopped and screwed', 'contemporary r&b', 'criminal', 'gangsta rap', 'hip hop', 'hip hop rnb and dance hall', 'lil wayne', 'pop rap', 'r&b', 'rap', 'rap rock', 'relic inn', 'southern hip hop', 'trap']",The Motto,spotify:track:4Kz4RdRCceaA9VgTqBhBfa,2011,The_Motto_by_Drake_Featuring_Lil_Wayne,"as jailed, chopped and screwed, contemporary r&b, criminal, gangsta rap, hip hop, hip hop rnb and dance hall, lil wayne, pop rap, r&b, rap, rap rock, relic inn, southern hip hop, trap"
2011-12-10,Rack City,Tyga,7,25,"['hip hop', 'pop rap', 'rap', 'rap us']",Rack City,spotify:track:0srwKuJPH8yBzzFUJMBQM2,2011,Rack_City_by_Tyga,"hip hop, pop rap, rap, rap us"
2011-12-10,Where Have You Been,Rihanna,5,26,"['barbade', 'barbadian', 'barbadien', 'barbados', 'contemporary r b', 'contemporary r&b', 'dance', 'dance-pop', 'dancehall', 'electro house', 'electropop', 'hip hop', 'pop', 'pop and chart', 'pop soul', 'r&b', 'reggae', 'rehab', 'rihanna', 'rnb']",Where Have You Been,spotify:track:5WQQIDU3HRaMyPkob8mpFb,2011,Where_Have_You_Been_by_Rihanna,"barbade, barbadian, barbadien, barbados, contemporary r b, contemporary r&b, dance, dance-pop, dancehall, electro house, electropop, hip hop, pop, pop and chart, pop soul, r&b, reggae, rehab, rihanna, rnb"
2011-12-24,We Are Young,Glee Cast,12,3,"['bogus artist', 'fixme', 'needs disambiguation/annotation', 'pop']",We Are Young,spotify:track:1zugfOhn6BebboqGcpUlba,2011,We_Are_Young_by_Glee_Cast,"bogus artist, fixme, needs disambiguation/annotation, pop"
2011-12-31,Ass Back Home,Gym Class Heroes Featuring Neon Hitch,12,23,"['dance-pop', 'hip hop', 'pop and chart', 'pop rap']",Ass Back Home,spotify:track:3bfqkspKABT4pPicm6wC9F,2011,Ass_Back_Home_by_Gym_Class_Heroes_Featuring_Neon_Hitch,"dance-pop, hip hop, pop and chart, pop rap"
2012-01-07,Wild Ones,Flo Rida Featuring Sia,5,36,"['a filk artist', 'dance-pop', 'electro', 'electropop', 'hip hop', 'hip hop rnb and dance hall', 'hip house', 'pop rap', 'southern hip hop']",Wild Ones,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3,2012,Wild_Ones_by_Flo_Rida_Featuring_Sia,"a filk artist, dance-pop, electro, electropop, hip hop, hip hop rnb and dance hall, hip house, pop rap, southern hip hop"
2012-01-21,Somebody That I Used To Know,Gotye Featuring Kimbra,1,59,"['art pop', 'indie pop', 'new zealand']",Somebody That I Used To Know,spotify:track:4wCmqSrbyCgxEXROQE6vtV,2012,Somebody_That_I_Used_To_Know_by_Gotye_Featuring_Kimbra,"art pop, indie pop, new zealand"
2012-01-28,Glad You Came,The Wanted,3,37,"['boy band', 'dance-pop', 'electropop', 'pop', 'synthpop']",Glad You Came,spotify:track:3AGOgQzp0YcPH41u9p7dOp,2012,Glad_You_Came_by_The_Wanted,"boy band, dance-pop, electropop, pop, synthpop"
2012-01-28,Drive By,Train,10,36,"['alternative', 'alternative rock', 'classic pop and rock', 'music for soccer moms', 'piano rock', 'pop', 'pop rock', 'rock']",Drive By,spotify:track:0KAiuUOrLTIkzkpfpn9jb9,2012,Drive_By_by_Train,"alternative, alternative rock, classic pop and rock, music for soccer moms, piano rock, pop, pop rock, rock"
2012-02-25,Feel So Close,Calvin Harris,12,26,"['complextro', 'contemporary r&b', 'dance', 'dance and electronica', 'dance-pop', 'disco', 'electro house', 'electro-disco', 'electronic', 'electropop', 'hip house', 'house', 'ibiza trance', 'nu-disco', 'progressive house', 'uk hip hop']",Feel So Close,spotify:track:1gihuPhrLraKYrJMAEONyc,2012,Feel_So_Close_by_Calvin_Harris,"complextro, contemporary r&b, dance, dance and electronica, dance-pop, disco, electro house, electro-disco, electronic, electropop, hip house, house, ibiza trance, nu-disco, progressive house, uk hip hop"
2012-03-03,What Makes You Beautiful,One Direction,4,34,"['boy band', 'dance-pop', 'folk pop', 'pop', 'pop rock', 'power pop']",What Makes You Beautiful,spotify:track:4cluDES4hQEUhmXj6TXkSo,2012,What_Makes_You_Beautiful_by_One_Direction,"boy band, dance-pop, folk pop, pop, pop rock, power pop"
2012-03-03,Part Of Me,Katy Perry,1,22,"['""ur so fail""', 'also fail', 'american', 'américain', 'bubblegum', 'california gurls', 'chesty', 'cute', 'dance-pop', 'disco', 'electropop', 'fail', 'failfail', 'gaaaaaayyyyyyyyy', 'gaymeme', 'her expression is like shes thinking something dumb', 'homophobe', 'house', ""i'm gay if i am shut up"", ""i'm gay if i am⸲ shut up"", 'katy perry', 'katy perry is gay', 'katy pery is dumb', 'lame', 'lame lame lame lame', 'lolol trap?', 'megafail', 'megalmaestupiddumb', 'multiple ipi', 'nope still fail', 'pop', 'pop rock', 'rock', ""srsly i'm gay if i am shut up"", ""srsly what's wrong with beign gay"", 'still fail', 'total fail', 'trap', 'uncool', 'united states', 'ur so faaaail', 'ur so fail', 'ur so lame', 'usa', ""what's wrong with being gay? gay"", '‟ur so fail”']",Part Of Me,spotify:track:1nZzRJbFvCEct3uzu04ZoL,2012,Part_Of_Me_by_Katy_Perry,"""ur so fail"", also fail, american, américain, bubblegum, california gurls, chesty, cute, dance-pop, disco, electropop, fail, failfail, gaaaaaayyyyyyyyy, gaymeme, her expression is like shes thinking something dumb, homophobe, house, ""im gay if i am shut up"", ""im gay if i am⸲ shut up"", katy perry, katy perry is gay, katy pery is dumb, lame, lame lame lame lame, lolol trap?, megafail, megalmaestupiddumb, multiple ipi, nope still fail, pop, pop rock, rock, ""srsly im gay if i am shut up"", ""srsly whats wrong with beign gay"", still fail, total fail, trap, uncool, united states, ur so faaaail, ur so fail, ur so lame, usa, ""whats wrong with being gay? gay"", ‟ur so fail”"
2012-03-03,Turn Up The Music,Chris Brown,10,20,"['_blacklist', 'abuser', 'american', 'anti vax', 'contemporary r&b', 'dance', 'dance-pop', 'electro house', 'electropop', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'misogynist', 'pop', 'pop rap', 'r&b', 'relic inn', 'rnb', 'wifebeater', ""ya man ain't me (produced by the.mp3""]",Turn Up The Music,spotify:track:1RMRkCn07y2xtBip9DzwmC,2012,Turn_Up_The_Music_by_Chris_Brown,"_blacklist, abuser, american, anti vax, contemporary r&b, dance, dance-pop, electro house, electropop, hip hop, hip hop rnb and dance hall, hip-hop, misogynist, pop, pop rap, r&b, relic inn, rnb, wifebeater, ""ya man aint me (produced by the.mp3"""
2012-03-10,Call Me Maybe,Carly Rae Jepsen,1,50,"['chillwave', 'dance-pop', 'electropop', 'pop', 'synthpop', 'teen pop']",Call Me Maybe,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,2012,Call_Me_Maybe_by_Carly_Rae_Jepsen,"chillwave, dance-pop, electropop, pop, synthpop, teen pop"
2012-03-31,Everybody Talks,Neon Trees,6,39,"['indie', 'provo', 'utah']",Everybody Talks,spotify:track:2iUmqdfGZcHIhS3b9E9EWq,2012,Everybody_Talks_by_Neon_Trees,"indie, provo, utah"
2012-04-07,Too Close,Alex Clare,7,44,"['alternative rock', 'best', 'dubstep', 'electronic', 'soul']",Too Close,spotify:track:4sK96UnGx3NjBaqvfTG2dm,2012,Too_Close_by_Alex_Clare,"alternative rock, best, dubstep, electronic, soul"
2012-04-14,Boyfriend,Justin Bieber,2,20,"['amazing', 'awful', 'black metal', 'christmas music', 'contemporary r&b', 'dance-pop', 'electropop', 'english', 'gay', 'pop', 'teen pop', 'terrible', 'tropical house']",Boyfriend,spotify:track:0171XsIM2xyeXRr6wsugEI,2012,Boyfriend_by_Justin_Bieber,"amazing, awful, black metal, christmas music, contemporary r&b, dance-pop, electropop, english, gay, pop, teen pop, terrible, tropical house"
2012-04-14,Back In Time,Pitbull,11,20,"['dance', 'dance-pop', 'electro house', 'electropop', 'eurodance', 'global warming meltdown', 'hip hop', 'hip house', 'hiphop', 'latin', 'latin pop', 'maltido', 'pitbull', 'pop rap', 'southern hip hop']",Back In Time,spotify:track:3eQlGeyuSibgAGPEJugaDW,2012,Back_In_Time_by_Pitbull,"dance, dance-pop, electro house, electropop, eurodance, global warming meltdown, hip hop, hip house, hiphop, latin, latin pop, maltido, pitbull, pop rap, southern hip hop"
2012-05-05,Payphone,Maroon 5 Featuring Wiz Khalifa,2,31,"['hip hop', 'hip hop rnb and dance hall', 'pop rap', 'rap']",Payphone,spotify:track:1LmN9SSHISbtp9LoaR5ZVJ,2012,Payphone_by_Maroon_5_Featuring_Wiz_Khalifa,"hip hop, hip hop rnb and dance hall, pop rap, rap"
2012-05-12,Whistle,Flo Rida,1,29,"['a filk artist', 'dance-pop', 'electro', 'electropop', 'hip hop', 'hip hop rnb and dance hall', 'hip house', 'pop rap', 'southern hip hop']",Whistle,spotify:track:3bC1ahPIYt1btJzSSEyyrF,2012,Whistle_by_Flo_Rida,"a filk artist, dance-pop, electro, electropop, hip hop, hip hop rnb and dance hall, hip house, pop rap, southern hip hop"
2012-05-12,Scream,Usher,9,21,"['contemporary r&b', 'hip hop rnb and dance hall', 'pop rap', 'soul']",Scream,spotify:track:12eMQUn2GzfsfsQLH53M19,2012,Scream_by_Usher,"contemporary r&b, hip hop rnb and dance hall, pop rap, soul"
2012-06-09,Wide Awake,Katy Perry,2,26,"['""ur so fail""', 'also fail', 'american', 'américain', 'bubblegum', 'california gurls', 'chesty', 'cute', 'dance-pop', 'disco', 'electropop', 'fail', 'failfail', 'gaaaaaayyyyyyyyy', 'gaymeme', 'her expression is like shes thinking something dumb', 'homophobe', 'house', ""i'm gay if i am shut up"", ""i'm gay if i am⸲ shut up"", 'katy perry', 'katy perry is gay', 'katy pery is dumb', 'lame', 'lame lame lame lame', 'lolol trap?', 'megafail', 'megalmaestupiddumb', 'multiple ipi', 'nope still fail', 'pop', 'pop rock', 'rock', ""srsly i'm gay if i am shut up"", ""srsly what's wrong with beign gay"", 'still fail', 'total fail', 'trap', 'uncool', 'united states', 'ur so faaaail', 'ur so fail', 'ur so lame', 'usa', ""what's wrong with being gay? gay"", '‟ur so fail”']",Wide Awake,spotify:track:5JLv62qFIS1DR3zGEcApRt,2012,Wide_Awake_by_Katy_Perry,"""ur so fail"", also fail, american, américain, bubblegum, california gurls, chesty, cute, dance-pop, disco, electropop, fail, failfail, gaaaaaayyyyyyyyy, gaymeme, her expression is like shes thinking something dumb, homophobe, house, ""im gay if i am shut up"", ""im gay if i am⸲ shut up"", katy perry, katy perry is gay, katy pery is dumb, lame, lame lame lame lame, lolol trap?, megafail, megalmaestupiddumb, multiple ipi, nope still fail, pop, pop rock, rock, ""srsly im gay if i am shut up"", ""srsly whats wrong with beign gay"", still fail, total fail, trap, uncool, united states, ur so faaaail, ur so fail, ur so lame, usa, ""whats wrong with being gay? gay"", ‟ur so fail”"
